RedFighter,BlueFighter,Date,Location,Country,WeightClass,Gender,NumberOfRounds,TitleBout,Winner,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RMatchWCRank,BMatchWCRank,RPFPRank,BPFPRank,RedStanceEncoded,BlueStanceEncoded,Target
Dwight Grant,Sergey Khandozhko,2022-04-23,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Blue,105.0,-125.0,105.0,80.0,1,0,0,3.29,0.36,0.0,0.61,1.0,2,3,16,0,0,2,0,2,0,0,4,Switch,185.42,193.04,185,1,0,0,3.41,0.41,0.0,0.76,0.28,1,1,6,0,0,0,1,0,0,0,1,Orthodox,185.42,187.96,170,7.0,9.0,6.0,10.0,2,0,0.0
Aoriqileng,Cameron Else,2022-04-23,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Red,-225.0,185.0,44.4444,185.0,2,0,0,5.31,0.5,0.0,1.45,0.46,0,2,6,0,0,0,0,0,0,0,0,Orthodox,170.18,175.26,135,1,0,0,1.99,0.4,0.0,0.0,0.0,0,1,2,0,0,0,0,0,0,0,0,Switch,175.26,180.34,135,7.0,9.0,6.0,10.0,0,2,1.0
Preston Parsons,Evan Elder,2022-04-23,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Red,-150.0,130.0,66.6667,130.0,1,0,0,3.5,0.51,2.4,3.53,0.36,0,1,1,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,170,0,0,0,5.02,0.49,0.6,0.63,0.2,0,0,0,0,0,0,0,0,0,0,0,Switch,177.8,182.88,155,7.0,9.0,6.0,10.0,0,2,1.0
Marcin Prachnio,Philipe Lins,2022-04-23,"Las Vegas, Nevada, USA",USA,Light Heavyweight,MALE,3,0,Blue,-125.0,105.0,80.0,105.0,0,2,0,5.57,0.54,0.0,0.15,0.2,2,3,8,0,0,0,1,1,0,0,2,Orthodox,190.5,187.96,205,2,0,0,3.8,0.49,0.0,1.65,0.33,0,2,4,0,0,0,0,0,0,0,0,Orthodox,187.96,198.12,205,7.0,9.0,6.0,10.0,0,0,0.0
Dean Barry,Mike Jackson,2022-04-23,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Blue,-800.0,550.0,12.5,550.0,0,0,0,9.31,0.4,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,177.8,182.88,170,1,0,0,4.49,0.57,0.0,0.71,0.33,0,1,4,0,0,0,0,0,0,0,0,Orthodox,187.96,187.96,170,7.0,9.0,6.0,10.0,0,0,0.0
Tyson Pedro,Ike Villanueva,2022-04-23,"Las Vegas, Nevada, USA",USA,Light Heavyweight,MALE,3,0,Red,-630.0,450.0,15.873,450.0,2,0,0,2.9,0.59,0.8,0.76,0.3,2,3,10,0,0,0,0,1,2,0,3,Orthodox,190.5,200.66,205,2,0,0,3.66,0.38,0.0,0.6,0.5,1,4,8,0,0,0,0,1,0,0,1,Orthodox,185.42,185.42,205,7.0,9.0,6.0,10.0,0,0,1.0
Rob Font,Marlon Vera,2022-04-30,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,5,0,Blue,-105.0,-115.0,95.2381,86.9565,1,0,0,5.53,0.45,0.3,0.89,0.35,4,4,32,0,0,0,3,5,1,0,9,Orthodox,172.72,180.34,135,0,2,0,4.27,0.49,0.8,0.51,0.39,5,6,44,1,0,0,2,6,4,0,12,Switch,172.72,177.8,135,5.0,8.0,6.0,10.0,0,2,0.0
Andrei Arlovski,Jake Collier,2022-04-30,"Las Vegas, Nevada, USA",USA,Heavyweight,MALE,3,0,Red,-110.0,-110.0,90.9091,90.9091,0,3,0,3.82,0.45,0.2,0.37,0.35,6,18,94,5,0,2,9,11,2,0,24,Orthodox,190.5,195.58,240,0,1,0,5.8,0.44,0.6,0.71,0.33,1,5,22,0,0,1,2,1,1,0,5,Orthodox,190.5,198.12,230,7.0,9.0,6.0,10.0,0,0,1.0
Andre Fili,Joanderson Brito,2022-04-30,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Blue,-260.0,210.0,38.4615,210.0,1,0,0,3.88,0.37,0.2,2.15,0.43,2,7,42,0,0,2,4,3,0,0,9,Orthodox,180.34,187.96,145,1,0,0,3.35,0.51,0.6,3.11,0.76,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,182.88,145,7.0,9.0,6.0,10.0,0,0,0.0
Jared Gordon,Grant Dawson,2022-04-30,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Blue,180.0,-220.0,180.0,45.4545,0,3,0,5.75,0.55,0.0,1.78,0.31,3,3,22,0,0,1,4,1,0,0,6,Orthodox,175.26,172.72,155,0,6,1,2.98,0.52,1.3,3.61,0.38,6,0,18,0,0,0,2,1,3,0,6,Switch,177.8,182.88,155,7.0,9.0,6.0,10.0,0,2,0.0
Darren Elkins,Tristan Connelly,2022-04-30,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Red,-165.0,145.0,60.6061,145.0,1,0,0,3.44,0.38,1.1,2.85,0.35,6,9,63,0,0,2,8,4,2,0,16,Orthodox,177.8,180.34,145,1,0,0,3.31,0.51,0.3,0.33,0.14,1,1,6,0,0,0,1,0,0,0,1,Orthodox,177.8,172.72,145,7.0,9.0,6.0,10.0,0,0,1.0
Alexandr Romanov,Chase Sherman,2022-04-30,"Las Vegas, Nevada, USA",USA,Heavyweight,MALE,3,0,Red,-2000.0,1000.0,5.0,1000.0,0,4,0,3.94,0.52,0.8,4.17,0.54,4,0,8,0,0,1,0,1,2,0,4,Southpaw,187.96,190.5,262,3,0,0,6.04,0.45,0.0,0.09,0.5,2,8,26,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,7.0,9.0,6.0,10.0,1,0,1.0
Daniel Lacerda,Francisco Figueiredo,2022-04-30,"Las Vegas, Nevada, USA",USA,Flyweight,MALE,3,0,Blue,-125.0,105.0,80.0,105.0,1,0,0,3.95,0.45,1.2,2.32,0.5,0,1,2,0,0,0,0,0,0,0,0,Switch,167.64,177.8,125,1,0,0,2.04,0.61,0.4,2.51,0.75,1,1,6,0,0,0,1,0,0,0,1,Southpaw,167.64,172.72,125,7.0,9.0,6.0,10.0,2,1,0.0
Gabe Green,Yohan Lainesse,2022-04-30,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Red,-115.0,-105.0,86.9565,95.2381,0,1,0,6.28,0.45,0.3,0.83,0.5,1,1,6,0,0,0,1,0,0,0,1,Switch,177.8,185.42,155,0,1,0,2.22,0.41,0.5,0.94,0.28,1,0,1,0,0,0,0,1,0,0,1,Orthodox,185.42,193.04,170,7.0,9.0,6.0,10.0,2,0,1.0
Natan Levy,Mike Breeden,2022-04-30,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Red,-235.0,190.0,42.5532,190.0,1,0,0,3.7,0.52,0.5,5.03,0.58,1,1,6,0,0,0,0,0,1,0,1,Southpaw,175.26,180.34,155,2,0,0,5.75,0.45,0.0,0.98,0.3,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,177.8,155,7.0,9.0,6.0,10.0,1,0,1.0
Gina Mazany,Shanna Young,2022-04-30,"Las Vegas, Nevada, USA",USA,Women's Flyweight,FEMALE,3,0,Blue,-200.0,170.0,50.0,170.0,1,0,0,3.73,0.5,0.2,4.34,0.52,1,5,14,0,0,0,1,1,0,0,2,Southpaw,167.64,172.72,125,3,0,0,3.18,0.47,0.6,0.0,0.0,0,3,7,0,0,0,0,0,0,0,0,Orthodox,170.18,165.1,125,7.0,9.0,6.0,10.0,1,0,0.0
Krzysztof Jotko,Gerald Meerschaert,2022-04-30,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Red,-200.0,170.0,50.0,170.0,0,1,0,2.98,0.42,0.1,1.33,0.39,5,5,41,0,0,3,6,1,0,0,10,Southpaw,185.42,195.58,185,0,3,0,3.13,0.45,1.6,2.14,0.36,3,6,29,0,0,0,0,1,8,0,9,Southpaw,185.42,195.58,185,7.0,9.0,6.0,10.0,1,1,1.0
Charles Oliveira,Justin Gaethje,2022-05-07,"Phoenix, Arizona, USA",USA,Lightweight,MALE,5,0,Red,-130.0,110.0,76.9231,110.0,0,10,0,3.39,0.53,2.8,2.17,0.4,10,8,56,3,0,0,2,3,15,0,20,Orthodox,177.8,187.96,155,0,1,0,6.78,0.59,0.0,0.11,0.25,4,3,22,2,0,0,1,5,0,0,6,Orthodox,180.34,177.8,155,0.0,1.0,5.0,10.0,0,0,1.0
Rose Namajunas,Carla Esparza,2022-05-07,"Phoenix, Arizona, USA",USA,Women's Strawweight,FEMALE,5,1,Blue,-235.0,190.0,42.5532,190.0,0,3,0,3.7,0.42,0.4,1.55,0.53,3,3,34,6,0,2,2,2,3,0,9,Orthodox,165.1,165.1,125,0,5,0,2.16,0.4,0.3,3.22,0.35,5,4,37,3,1,2,4,1,1,0,9,Orthodox,154.94,160.02,115,0.0,2.0,3.0,8.0,0,0,0.0
Michael Chandler,Tony Ferguson,2022-05-07,"Phoenix, Arizona, USA",USA,Lightweight,MALE,3,0,Red,-350.0,270.0,28.5714,270.0,2,0,0,4.89,0.46,0.9,2.17,0.38,3,2,9,1,0,0,0,2,1,0,3,Orthodox,172.72,180.34,155,3,0,0,4.91,0.45,0.9,0.39,0.35,12,4,46,3,0,1,3,5,6,0,15,Orthodox,180.34,193.04,170,5.0,7.0,6.0,10.0,0,0,1.0
Mauricio Rua,Ovince Saint Preux,2022-05-07,"Phoenix, Arizona, USA",USA,Light Heavyweight,MALE,3,0,Blue,210.0,-260.0,210.0,38.4615,1,0,1,3.57,0.5,0.7,2.01,0.48,8,12,81,4,0,2,3,21,1,0,27,Orthodox,185.42,193.04,205,2,0,0,3.03,0.47,0.5,1.1,0.36,5,12,71,1,1,0,4,9,5,0,19,Southpaw,190.5,203.2,205,7.0,9.0,6.0,10.0,0,1,0.0
Randy Brown,Khaos Williams,2022-05-07,"Phoenix, Arizona, USA",USA,Welterweight,MALE,3,0,Red,-115.0,-105.0,86.9565,95.2381,0,2,0,4.38,0.47,0.6,0.72,0.39,2,4,29,0,0,0,3,2,3,0,8,Orthodox,190.5,198.12,170,0,2,0,5.81,0.39,0.0,0.0,0.0,2,1,11,0,0,0,1,3,0,0,4,Orthodox,182.88,195.58,170,7.0,9.0,6.0,10.0,0,0,1.0
Francisco Trinaldo,Danny Roberts,2022-05-07,"Phoenix, Arizona, USA",USA,Welterweight,MALE,3,0,Red,110.0,-130.0,110.0,76.9231,0,1,0,3.13,0.45,0.5,0.98,0.42,7,7,62,0,0,2,8,5,2,0,17,Southpaw,175.26,177.8,170,0,2,0,3.18,0.39,0.2,0.24,0.09,2,4,23,0,0,2,1,3,1,0,7,Southpaw,185.42,187.96,170,7.0,9.0,6.0,10.0,1,1,1.0
Blagoy Ivanov,Marcos Rogerio De Lima,2022-05-07,"Phoenix, Arizona, USA",USA,Heavyweight,MALE,3,0,Red,-155.0,135.0,64.5161,135.0,2,0,0,3.25,0.4,0.1,0.69,0.4,2,3,17,0,0,0,2,0,0,0,2,Southpaw,180.34,185.42,250,0,2,0,3.7,0.57,0.5,1.4,0.45,2,6,22,0,0,0,2,5,1,0,8,Orthodox,185.42,190.5,253,15.0,9.0,6.0,10.0,1,0,1.0
Brandon Royval,Matt Schnell,2022-05-07,"Phoenix, Arizona, USA",USA,Flyweight,MALE,3,0,Red,-260.0,210.0,38.4615,210.0,0,1,0,4.33,0.36,1.1,0.47,0.6,2,2,10,1,0,1,0,0,2,0,3,Southpaw,175.26,172.72,125,0,1,0,4.23,0.38,1.0,0.59,0.44,4,3,17,0,0,2,1,0,2,0,5,Orthodox,172.72,177.8,125,6.0,9.0,6.0,10.0,1,0,1.0
Andre Fialho,Cameron Vancamp,2022-05-07,"Phoenix, Arizona, USA",USA,Welterweight,MALE,3,0,Red,-475.0,350.0,21.0526,350.0,0,1,0,3.3,0.41,0.0,0.25,1.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,182.88,187.96,170,0,0,0,5.31,0.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Switch,187.96,187.96,155,7.0,9.0,6.0,10.0,0,2,1.0
Tracy Cortez,Melissa Gatto,2022-05-07,"Phoenix, Arizona, USA",USA,Women's Flyweight,FEMALE,3,0,Red,-125.0,105.0,80.0,105.0,0,4,0,3.72,0.47,0.3,2.09,0.45,4,0,12,0,0,1,3,0,0,0,4,Orthodox,165.1,165.1,125,0,2,0,3.78,0.49,0.5,1.47,0.28,2,0,5,0,0,0,0,2,0,0,2,Orthodox,165.1,175.26,135,7.0,9.0,6.0,10.0,0,0,1.0
Kleydson Rodrigues,Cj Vergara,2022-05-07,"Phoenix, Arizona, USA",USA,Flyweight,MALE,3,0,Blue,-400.0,300.0,25.0,300.0,0,1,0,4.58,0.57,0.6,0.6,0.22,1,0,3,0,0,0,1,0,0,0,1,Orthodox,165.1,170.18,135,1,0,0,5.24,0.57,0.2,0.0,0.0,1,1,4,0,0,0,0,1,0,0,1,Orthodox,167.64,172.72,125,7.0,9.0,6.0,10.0,0,0,0.0
Ariane Carnelossi,Loopy Godinez,2022-05-07,"Phoenix, Arizona, USA",USA,Women's Strawweight,FEMALE,3,0,Blue,165.0,-195.0,165.0,51.2821,0,2,0,2.87,0.39,0.3,1.37,0.55,2,1,8,0,0,0,0,1,1,0,2,Orthodox,157.48,154.94,115,0,1,0,4.16,0.48,1.0,2.95,0.47,1,2,10,0,0,0,1,0,1,0,2,Orthodox,157.48,154.94,115,7.0,9.0,6.0,10.0,0,0,0.0
Journey Newson,Fernie Garcia,2022-05-07,"Phoenix, Arizona, USA",USA,Bantamweight,MALE,3,0,Red,-105.0,-115.0,95.2381,86.9565,2,0,0,2.64,0.32,0.3,0.56,0.16,0,2,5,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,135,0,1,0,2.04,0.34,0.6,0.28,0.5,1,0,1,0,0,0,0,1,0,0,1,Orthodox,170.18,170.18,135,7.0,9.0,6.0,10.0,0,0,1.0
Macy Chiasson,Norma Dumont,2022-05-07,"Phoenix, Arizona, USA",USA,Women's Featherweight,FEMALE,3,0,Red,180.0,-220.0,180.0,45.4545,1,0,0,3.77,0.46,0.4,2.37,0.38,3,2,16,1,0,0,2,2,1,0,5,Orthodox,180.34,182.88,135,0,3,0,3.11,0.49,0.0,1.91,0.68,3,1,12,0,0,1,2,0,0,0,3,Orthodox,170.18,170.18,135,7.0,9.0,6.0,10.0,0,0,1.0
Davey Grant,Louis Smolka,2022-05-14,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Red,-290.0,230.0,34.4828,230.0,2,0,0,4.77,0.42,0.2,1.26,0.41,3,5,23,1,0,1,1,2,0,0,4,Orthodox,172.72,175.26,135,1,0,0,4.67,0.47,1.8,1.69,0.35,4,8,34,0,0,0,2,4,2,0,8,Orthodox,175.26,172.72,135,7.0,9.0,6.0,10.0,0,0,1.0
Katlyn Chookagian,Amanda Ribas,2022-05-14,"Las Vegas, Nevada, USA",USA,Women's Flyweight,FEMALE,3,0,Red,-180.0,155.0,55.5556,155.0,0,3,0,4.58,0.34,0.3,0.31,0.15,3,4,40,1,0,1,9,0,0,0,10,Orthodox,175.26,172.72,125,0,1,0,4.63,0.4,0.7,2.07,0.51,4,1,14,0,0,0,3,0,2,0,5,Orthodox,160.02,167.64,125,7.0,9.0,6.0,10.0,0,0,1.0
Ryan Spann,Ion Cutelaba,2022-05-14,"Las Vegas, Nevada, USA",USA,Light Heavyweight,MALE,3,0,Red,195.0,-240.0,195.0,41.6667,1,0,0,3.25,0.4,1.5,1.34,0.35,5,3,14,0,0,1,1,2,2,0,6,Orthodox,195.58,200.66,205,0,1,1,4.44,0.43,0.0,4.17,0.57,2,5,22,0,0,0,2,3,0,0,5,Southpaw,185.42,190.5,205,13.0,9.0,6.0,10.0,0,1,1.0
Frank Camacho,Manuel Torres,2022-05-14,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Blue,115.0,-135.0,115.0,74.0741,2,0,0,6.56,0.46,0.0,1.11,0.31,1,5,15,0,0,1,0,1,0,0,2,Orthodox,177.8,185.42,155,0,1,0,8.14,0.58,1.6,3.26,0.66,1,0,1,0,0,0,0,1,0,0,1,Switch,177.8,185.42,155,7.0,9.0,6.0,10.0,0,2,0.0
Jan Blachowicz,Aleksandar Rakic,2022-05-14,"Las Vegas, Nevada, USA",USA,Light Heavyweight,MALE,5,0,Red,170.0,-200.0,170.0,50.0,1,0,0,3.41,0.5,0.3,1.09,0.5,5,6,46,4,0,1,4,4,2,0,11,Orthodox,187.96,198.12,205,0,2,0,4.26,0.5,0.1,0.76,0.25,4,1,17,0,0,0,4,2,0,0,6,Orthodox,193.04,198.12,205,7.0,9.0,6.0,10.0,0,0,1.0
Viviane Araujo,Andrea Lee,2022-05-14,"Las Vegas, Nevada, USA",USA,Women's Flyweight,FEMALE,3,0,Red,115.0,-135.0,115.0,74.0741,1,0,0,4.11,0.47,0.6,1.76,0.4,2,2,18,0,0,0,3,1,0,0,4,Orthodox,162.56,172.72,125,0,2,0,4.71,0.46,0.6,1.7,0.55,3,3,22,0,0,0,3,1,1,0,5,Orthodox,167.64,175.26,125,7.0,9.0,6.0,10.0,0,0,1.0
Michael Johnson,Alan Patrick,2022-05-14,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Red,-150.0,130.0,66.6667,130.0,4,0,0,4.27,0.39,0.0,0.62,0.41,4,13,61,1,0,1,6,4,0,0,11,Southpaw,177.8,185.42,155,2,0,0,1.82,0.4,0.3,3.01,0.33,3,3,23,0,0,0,4,1,0,0,5,Southpaw,180.34,187.96,155,7.0,9.0,6.0,10.0,1,1,1.0
Virna Jandiroba,Angela Hill,2022-05-14,"Las Vegas, Nevada, USA",USA,Women's Strawweight,FEMALE,3,0,Red,-225.0,185.0,44.4444,185.0,1,0,0,2.12,0.38,1.7,2.29,0.34,2,3,14,0,0,0,0,1,2,0,3,Orthodox,160.02,162.56,115,2,0,0,5.46,0.49,0.1,0.76,0.32,3,11,54,0,0,0,6,2,0,0,8,Orthodox,160.02,162.56,115,12.0,13.0,6.0,10.0,0,0,1.0
Tatsuro Taira,Carlos Candelario,2022-05-14,"Las Vegas, Nevada, USA",USA,Flyweight,MALE,3,0,Red,-320.0,250.0,31.25,250.0,0,0,0,3.56,0.65,2.1,2.35,0.47,0,0,0,0,0,0,0,0,0,0,0,Orthodox,170.18,177.8,125,1,0,0,3.97,0.46,0.3,2.28,0.36,1,1,6,0,0,0,1,0,0,0,1,Southpaw,172.72,172.72,125,7.0,9.0,6.0,10.0,0,1,1.0
Nick Maximov,Andre Petroski,2022-05-14,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Blue,-380.0,290.0,26.3158,290.0,0,3,0,1.93,0.45,0.2,4.16,0.45,3,0,9,0,0,1,2,0,0,0,3,Southpaw,182.88,193.04,185,0,2,0,3.0,0.5,2.0,4.07,0.56,2,0,6,0,0,0,0,1,1,0,2,Switch,182.88,185.42,185,7.0,9.0,6.0,10.0,1,2,0.0
Jake Hadley,Allan Nascimento,2022-05-14,"Las Vegas, Nevada, USA",USA,Flyweight,MALE,3,0,Blue,-210.0,175.0,47.619,175.0,0,1,0,3.76,0.44,1.4,0.2,0.06,1,0,2,0,0,0,0,0,1,0,1,Southpaw,170.18,177.8,125,2,0,0,3.21,0.61,0.9,1.55,0.26,0,2,6,0,0,0,0,0,0,0,0,Orthodox,172.72,175.26,125,7.0,9.0,6.0,10.0,1,0,0.0
Holly Holm,Ketlen Vieira,2022-05-21,"Las Vegas, Nevada, USA",USA,Women's Bantamweight,FEMALE,5,0,Blue,-220.0,180.0,45.4545,180.0,0,2,0,3.13,0.4,0.1,0.87,0.3,3,5,43,5,0,1,4,2,0,0,7,Southpaw,172.72,175.26,135,0,1,0,3.04,0.41,0.6,1.51,0.44,4,2,23,0,0,2,3,0,1,0,6,Orthodox,172.72,172.72,135,2.0,5.0,8.0,10.0,1,0,0.0
Santiago Ponzinibbio,Michel Pereira,2022-05-21,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Blue,125.0,-145.0,125.0,68.9655,1,0,0,4.74,0.41,0.0,0.59,0.32,7,4,32,0,0,0,5,5,0,0,10,Orthodox,182.88,185.42,170,0,4,0,5.16,0.54,0.8,1.53,0.55,4,2,19,0,0,0,3,1,1,0,5,Orthodox,185.42,185.42,185,14.0,9.0,6.0,10.0,0,0,0.0
Chidi Njokuani,Dusko Todorovic,2022-05-21,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Red,-250.0,200.0,40.0,200.0,0,2,0,4.09,0.61,0.2,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,Orthodox,190.5,203.2,170,0,1,0,5.54,0.57,0.0,0.96,0.12,2,2,10,0,0,0,1,2,0,0,3,Orthodox,185.42,187.96,185,7.0,9.0,6.0,10.0,0,0,1.0
Polyana Viana,Tabatha Ricci,2022-05-21,"Las Vegas, Nevada, USA",USA,Women's Strawweight,FEMALE,3,0,Blue,110.0,-130.0,110.0,76.9231,0,2,0,2.99,0.4,1.9,0.82,0.33,2,3,10,0,0,0,0,0,3,0,3,Orthodox,165.1,170.18,115,0,1,0,4.63,0.38,0.1,2.99,0.38,1,1,5,0,0,0,1,0,0,0,1,Orthodox,154.94,154.94,115,7.0,9.0,6.0,10.0,0,0,0.0
Eryk Anders,Junyong Park,2022-05-21,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Blue,160.0,-205.0,160.0,48.7805,1,0,0,3.41,0.47,0.1,1.79,0.26,2,6,33,0,0,1,2,3,0,0,6,Southpaw,185.42,190.5,185,1,0,0,4.53,0.5,1.1,1.83,0.5,3,2,13,0,1,0,2,0,0,0,3,Orthodox,177.8,185.42,185,7.0,9.0,6.0,10.0,1,0,0.0
Jailton Almeida,Parker Porter,2022-05-21,"Las Vegas, Nevada, USA",USA,Heavyweight,MALE,3,0,Red,-600.0,435.0,16.6667,435.0,0,2,0,2.46,0.64,2.6,6.85,0.59,2,0,3,0,0,0,0,1,1,0,2,Orthodox,190.5,200.66,205,0,3,0,6.55,0.5,0.5,1.35,0.26,3,1,10,0,0,0,3,0,0,0,3,Orthodox,182.88,190.5,265,7.0,9.0,6.0,10.0,0,0,1.0
Omar Morales,Uros Medic,2022-05-21,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Blue,-135.0,115.0,74.0741,115.0,1,0,0,3.42,0.4,0.0,0.46,1.0,3,2,16,0,0,0,3,1,0,0,4,Orthodox,180.34,185.42,155,1,0,0,5.51,0.6,0.0,0.38,0.5,2,1,3,0,0,0,0,2,0,0,2,Southpaw,185.42,180.34,170,7.0,9.0,6.0,10.0,0,1,0.0
Jonathan Martinez,Vince Morales,2022-05-21,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Red,-280.0,225.0,35.7143,225.0,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,Southpaw,172.72,177.8,135,0,2,0,4.17,0.37,0.0,0.14,0.25,2,4,17,0,0,0,2,1,0,0,3,Orthodox,175.26,177.8,135,7.0,9.0,6.0,10.0,1,0,1.0
Chase Hooper,Felipe Colares,2022-05-21,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Red,120.0,-140.0,120.0,71.4286,1,0,0,5.08,0.52,2.3,1.45,0.24,2,2,13,0,0,0,1,1,1,0,3,Southpaw,185.42,187.96,155,1,0,0,2.17,0.45,0.5,1.88,0.24,1,3,15,0,0,1,1,0,0,0,2,Orthodox,172.72,175.26,145,7.0,9.0,6.0,10.0,1,0,1.0
Elise Reed,Sam Hughes,2022-05-21,"Las Vegas, Nevada, USA",USA,Women's Strawweight,FEMALE,3,0,Blue,-140.0,120.0,71.4286,120.0,0,1,0,2.66,0.49,0.0,0.58,0.6,1,1,4,0,0,1,0,0,0,0,1,Orthodox,160.02,160.02,115,0,1,0,4.33,0.46,0.0,0.85,0.3,1,3,10,0,1,0,0,0,0,0,1,Orthodox,165.1,162.56,115,7.0,9.0,6.0,10.0,0,0,0.0
Joseph Holmes,Alen Amedovski,2022-05-21,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Red,-200.0,170.0,50.0,170.0,1,0,0,2.88,0.53,0.8,1.49,0.4,1,1,5,0,0,0,0,0,1,0,1,Orthodox,193.04,203.2,185,2,0,0,0.99,0.3,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,Orthodox,177.8,187.96,185,7.0,9.0,6.0,10.0,0,0,1.0
Ode Osbourne,Zarrukh Adashev,2022-06-04,"Las Vegas, Nevada, USA",USA,Flyweight,MALE,3,0,Red,-200.0,170.0,50.0,170.0,0,1,0,3.46,0.38,0.2,1.27,0.27,1,2,7,0,0,0,1,1,1,0,3,Southpaw,170.18,185.42,125,0,1,0,3.65,0.4,0.5,0.0,0.0,1,2,7,0,0,0,1,0,0,0,1,Southpaw,165.1,165.1,125,7.0,9.0,6.0,10.0,1,1,1.0
Alexander Volkov,Jairzinho Rozenstruik,2022-06-04,"Las Vegas, Nevada, USA",USA,Heavyweight,MALE,5,0,Red,-170.0,150.0,58.8235,150.0,1,0,0,5.13,0.57,0.2,0.45,0.63,4,4,37,0,0,1,3,4,0,0,8,Orthodox,200.66,203.2,250,1,0,0,3.75,0.49,0.0,0.0,0.0,4,3,21,0,0,0,0,6,0,0,6,Orthodox,187.96,198.12,242,7.0,8.0,6.0,10.0,0,0,1.0
Dan Ige,Movsar Evloev,2022-06-04,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Blue,310.0,-410.0,310.0,24.3902,2,0,0,3.7,0.45,0.3,0.99,0.26,6,4,34,0,0,2,2,2,2,0,8,Orthodox,170.18,180.34,145,0,5,0,4.43,0.48,0.2,4.75,0.46,5,0,15,0,0,1,4,0,0,0,5,Orthodox,170.18,182.88,145,10.0,13.0,6.0,10.0,0,0,0.0
Michael Trizano,Lucas Almeida,2022-06-04,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Blue,-235.0,190.0,42.5532,190.0,1,0,0,3.63,0.53,0.5,0.36,0.66,2,2,14,1,0,2,1,0,0,0,3,Orthodox,180.34,180.34,145,1,0,0,4.94,0.43,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,Orthodox,180.34,180.34,145,7.0,9.0,6.0,10.0,0,0,0.0
