RedFighter,BlueFighter,Date,Location,Country,WeightClass,Gender,NumberOfRounds,TitleBout,Winner,RedOdds,BlueOdds,RedExpectedValue,BlueExpectedValue,RedCurrentLoseStreak,RedCurrentWinStreak,RedDraws,RedAvgSigStrLanded,RedAvgSigStrPct,RedAvgSubAtt,RedAvgTDLanded,RedAvgTDPct,RedLongestWinStreak,RedLosses,RedTotalRoundsFought,RedTotalTitleBouts,RedWinsByDecisionMajority,RedWinsByDecisionSplit,RedWinsByDecisionUnanimous,RedWinsByKO,RedWinsBySubmission,RedWinsByTKODoctorStoppage,RedWins,RedStance,RedHeightCms,RedReachCms,RedWeightLbs,BlueCurrentLoseStreak,BlueCurrentWinStreak,BlueDraws,BlueAvgSigStrLanded,BlueAvgSigStrPct,BlueAvgSubAtt,BlueAvgTDLanded,BlueAvgTDPct,BlueLongestWinStreak,BlueLosses,BlueTotalRoundsFought,BlueTotalTitleBouts,BlueWinsByDecisionMajority,BlueWinsByDecisionSplit,BlueWinsByDecisionUnanimous,BlueWinsByKO,BlueWinsBySubmission,BlueWinsByTKODoctorStoppage,BlueWins,BlueStance,BlueHeightCms,BlueReachCms,BlueWeightLbs,RMatchWCRank,BMatchWCRank,RPFPRank,BPFPRank,RedStanceEncoded,BlueStanceEncoded,Target
Karine Silva,Poliana Botelho,2022-06-04,"Las Vegas, Nevada, USA",USA,Women's Flyweight,FEMALE,3,0,Red,-125.0,105.0,80.0,105.0,0,1,0,2.67,0.35,2.2,3.59,0.72,1,0,2,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,125,2,0,0,2.9,0.58,0.0,0.85,0.57,2,3,14,0,0,0,2,1,0,0,3,Orthodox,172.72,170.18,125,7.0,9.0,6.0,10.0,0,0,1.0
Alonzo Menifield,Askar Mozharov,2022-06-04,"Las Vegas, Nevada, USA",USA,Light Heavyweight,MALE,3,0,Red,-275.0,220.0,36.3636,220.0,1,0,0,3.77,0.54,0.2,0.63,0.33,4,3,16,0,0,0,1,4,1,0,6,Orthodox,182.88,193.04,205,0,0,0,0.43,0.18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,190.5,187.96,205,7.0,9.0,6.0,10.0,0,0,1.0
Felice Herrig,Karolina Kowalkiewicz,2022-06-04,"Las Vegas, Nevada, USA",USA,Women's Strawweight,FEMALE,3,0,Blue,-115.0,-105.0,86.9565,95.2381,3,0,0,3.84,0.37,0.8,1.08,0.28,4,4,22,0,0,1,2,0,2,0,5,Orthodox,162.56,165.1,115,5,0,0,5.71,0.43,0.2,0.34,0.23,3,7,32,1,0,2,3,0,0,0,5,Orthodox,160.02,162.56,115,7.0,9.0,6.0,10.0,0,0,0.0
Joe Solecki,Alex Da Silva,2022-06-04,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Red,-170.0,150.0,58.8235,150.0,1,0,0,1.98,0.56,1.4,2.23,0.46,4,1,11,0,0,0,2,0,2,0,4,Orthodox,175.26,177.8,155,1,0,0,2.14,0.46,0.3,1.97,0.43,1,2,8,0,0,0,1,0,0,0,1,Orthodox,172.72,185.42,155,7.0,9.0,6.0,10.0,0,0,1.0
Damon Jackson,Dan Argueta,2022-06-04,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Red,-760.0,525.0,13.1579,525.0,0,2,1,2.9,0.42,1.2,2.34,0.34,2,2,15,0,0,0,1,0,2,0,3,Switch,180.34,180.34,145,0,0,0,2.18,0.45,1.6,4.45,0.48,0,0,0,0,0,0,0,0,0,0,0,Southpaw,170.18,172.72,135,7.0,9.0,6.0,10.0,2,1,1.0
Niklas Stolze,Benoit Saint Denis,2022-06-04,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Blue,140.0,-160.0,140.0,62.5,2,0,0,2.12,0.48,0.7,0.66,1.0,0,2,4,0,0,0,0,0,0,0,0,Switch,185.42,187.96,155,1,0,0,5.7,0.54,1.5,4.76,0.37,0,1,3,0,0,0,0,0,0,0,0,Southpaw,180.34,185.42,155,7.0,9.0,6.0,10.0,2,1,0.0
Johnny Munoz,Tony Gravely,2022-06-04,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Blue,105.0,-125.0,105.0,80.0,0,1,0,2.44,0.36,1.8,2.4,0.25,1,1,5,0,0,0,0,0,1,0,1,Orthodox,175.26,180.34,135,0,1,0,3.82,0.48,0.3,5.4,0.41,2,2,16,0,0,1,1,2,0,0,4,Orthodox,165.1,175.26,135,7.0,9.0,6.0,10.0,0,0,0.0
Jeff Molina,Zhalgas Zhumagulov,2022-06-04,"Las Vegas, Nevada, USA",USA,Flyweight,MALE,3,0,Red,-180.0,155.0,55.5556,155.0,0,3,0,7.25,0.48,0.0,0.0,0.0,3,0,8,0,0,0,2,1,0,0,3,Orthodox,167.64,175.26,125,1,0,0,5.24,0.43,0.2,1.3,0.19,1,3,8,0,0,0,0,0,1,0,1,Switch,162.56,167.64,125,7.0,9.0,6.0,10.0,0,2,1.0
Rinat Fakhretdinov,Andreas Michailidis,2022-06-04,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Red,-275.0,220.0,36.3636,220.0,0,0,0,4.17,0.54,0.2,4.43,0.46,0,0,0,0,0,0,0,0,0,0,0,Orthodox,182.88,187.96,170,1,0,0,2.9,0.51,0.0,1.12,0.27,1,2,6,0,0,0,1,0,0,0,1,Orthodox,182.88,193.04,170,7.0,9.0,6.0,10.0,0,0,1.0
Erin Blanchfield,Jj Aldrich,2022-06-04,"Las Vegas, Nevada, USA",USA,Women's Flyweight,FEMALE,3,0,Red,-475.0,350.0,21.0526,350.0,0,2,0,5.47,0.45,1.0,2.05,0.33,2,0,6,0,0,0,2,0,0,0,2,Orthodox,162.56,167.64,125,0,3,0,3.88,0.46,0.0,0.66,0.23,3,3,29,0,0,1,6,0,0,0,7,Southpaw,165.1,170.18,125,7.0,9.0,6.0,10.0,0,1,1.0
Glover Teixeira,Jiri Prochazka,2022-06-11,"Kallang, Singapore",Singapore,Light Heavyweight,MALE,5,1,Blue,185.0,-225.0,185.0,44.4444,0,6,0,3.73,0.49,0.9,2.11,0.33,8,6,56,3,0,1,2,8,8,0,19,Orthodox,187.96,193.04,205,0,2,0,5.38,0.55,0.2,0.72,0.6,2,0,4,2,0,0,0,2,0,0,2,Orthodox,190.5,203.2,205,0.0,9.0,8.0,10.0,0,0,0.0
Valentina Shevchenko,Taila Santos,2022-06-11,"Kallang, Singapore",Singapore,Women's Flyweight,FEMALE,5,1,Red,-630.0,450.0,15.873,450.0,0,8,0,3.28,0.52,0.4,2.56,0.63,8,2,46,10,0,1,4,4,2,0,11,Southpaw,165.1,167.64,125,0,4,0,3.39,0.48,1.1,2.0,0.76,4,1,16,0,0,0,4,0,1,0,5,Orthodox,167.64,172.72,125,0.0,4.0,1.0,10.0,1,0,1.0
Zhang Weili,Joanna Jedrzejczyk,2022-06-11,"Kallang, Singapore",Singapore,Women's Strawweight,FEMALE,3,0,Red,-160.0,140.0,62.5,140.0,2,0,0,5.66,0.53,0.5,2.51,0.46,5,2,19,7,0,1,2,1,1,0,5,Switch,162.56,160.02,115,1,0,0,6.28,0.48,0.1,0.27,0.62,8,4,55,10,0,1,7,2,0,0,10,Orthodox,167.64,165.1,115,2.0,9.0,5.0,10.0,2,0,1.0
Andre Fialho,Jake Matthews,2022-06-11,"Kallang, Singapore",Singapore,Welterweight,MALE,3,0,Blue,100.0,-120.0,100.0,83.3333,0,2,0,3.3,0.41,0.0,0.25,1.0,2,1,5,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,170,1,0,0,3.38,0.44,0.6,1.56,0.41,3,5,37,0,0,1,4,1,4,0,10,Orthodox,180.34,185.42,170,7.0,9.0,6.0,10.0,0,0,0.0
Jack Della Maddalena,Ramazan Emeev,2022-06-11,"Kallang, Singapore",Singapore,Welterweight,MALE,3,0,Red,-190.0,160.0,52.6316,160.0,0,2,0,6.74,0.53,0.2,0.21,0.16,2,0,4,0,0,0,1,1,0,0,2,Switch,180.34,185.42,170,1,0,0,2.53,0.45,0.7,2.37,0.29,3,2,21,0,0,1,4,0,0,0,5,Southpaw,177.8,193.04,170,7.0,9.0,6.0,10.0,2,1,1.0
Seungwoo Choi,Josh Culibao,2022-06-11,"Kallang, Singapore",Singapore,Featherweight,MALE,3,0,Blue,-225.0,185.0,44.4444,185.0,1,0,0,3.51,0.39,0.0,0.86,0.54,3,3,15,0,0,0,2,1,0,0,3,Orthodox,182.88,187.96,145,0,1,1,3.41,0.44,0.3,0.0,0.0,1,1,8,0,0,0,1,0,0,0,1,Orthodox,177.8,185.42,145,7.0,9.0,6.0,10.0,0,0,0.0
Maheshate,Steve Garcia,2022-06-11,"Kallang, Singapore",Singapore,Lightweight,MALE,3,0,Red,170.0,-200.0,170.0,50.0,0,1,0,3.9,0.28,0.0,0.0,0.0,1,0,3,0,0,0,1,0,0,0,1,Orthodox,182.88,180.34,155,0,1,0,5.0,0.56,0.6,1.27,0.4,1,1,6,0,0,0,0,2,0,0,2,Southpaw,182.88,190.5,145,7.0,9.0,6.0,10.0,0,1,1.0
Brendan Allen,Jacob Malkoun,2022-06-11,"Kallang, Singapore",Singapore,Middleweight,MALE,3,0,Red,-290.0,230.0,34.4828,230.0,0,1,0,3.98,0.53,1.4,1.74,0.47,4,2,17,0,0,0,2,1,4,0,7,Orthodox,187.96,190.5,185,0,2,0,3.86,0.56,0.4,6.62,0.42,2,1,7,0,0,0,2,0,0,0,2,Orthodox,175.26,185.42,185,7.0,9.0,6.0,10.0,0,0,1.0
Kyung Ho Kang,Batgerel Danaa,2022-06-11,"Kallang, Singapore",Singapore,Bantamweight,MALE,3,0,Red,-120.0,100.0,83.3333,100.0,1,0,0,3.13,0.47,0.8,1.97,0.5,3,3,26,0,0,3,0,0,3,0,6,Orthodox,175.26,185.42,135,1,0,0,5.38,0.36,0.0,0.52,0.5,3,2,8,0,0,0,0,3,0,0,3,Orthodox,170.18,177.8,135,7.0,9.0,6.0,10.0,0,0,1.0
Liang Na,Silvana Gomez Juarez,2022-06-11,"Kallang, Singapore",Singapore,Women's Strawweight,FEMALE,3,0,Blue,-150.0,130.0,66.6667,130.0,1,0,0,1.99,0.42,0.5,3.6,0.58,0,1,2,0,0,0,0,0,0,0,0,Orthodox,165.1,170.18,125,2,0,0,4.26,0.32,0.0,0.0,0.0,0,2,2,0,0,0,0,0,0,0,0,Orthodox,160.02,165.1,115,7.0,9.0,6.0,10.0,0,0,0.0
Ramona Pascual,Joselyne Edwards,2022-06-11,"Kallang, Singapore",Singapore,Women's Featherweight,FEMALE,3,0,Blue,-150.0,130.0,66.6667,130.0,1,0,0,3.87,0.57,0.0,1.81,0.19,0,1,3,0,0,0,0,0,0,0,0,Southpaw,170.18,167.64,135,2,0,0,4.35,0.51,0.4,0.88,0.33,1,2,9,0,0,0,1,0,0,0,1,Orthodox,172.72,177.8,135,7.0,9.0,6.0,10.0,1,0,0.0
Tim Means,Kevin Holland,2022-06-18,"Austin, Texas, USA",USA,Welterweight,MALE,3,0,Blue,280.0,-340.0,280.0,29.4118,0,3,0,5.08,0.49,0.2,1.16,0.4,4,9,54,0,0,1,6,5,2,0,14,Orthodox,187.96,190.5,170,0,1,0,4.25,0.49,0.6,0.84,0.38,5,4,39,0,0,2,2,4,2,0,10,Orthodox,190.5,205.74,185,7.0,9.0,6.0,10.0,0,0,0.0
Joaquin Buckley,Albert Duraev,2022-06-18,"Austin, Texas, USA",USA,Middleweight,MALE,3,0,Red,195.0,-230.0,195.0,43.4783,0,2,0,4.25,0.36,0.0,1.69,0.44,2,2,14,0,0,1,0,3,0,0,4,Southpaw,177.8,193.04,170,0,2,0,2.99,0.4,0.6,1.97,0.29,2,0,4,0,0,0,1,0,1,0,2,Orthodox,180.34,190.5,185,7.0,9.0,6.0,10.0,1,0,1.0
Damir Ismagulov,Guram Kutateladze,2022-06-18,"Austin, Texas, USA",USA,Lightweight,MALE,3,0,Red,-230.0,195.0,43.4783,195.0,0,4,0,3.36,0.42,0.0,1.0,0.28,4,0,12,0,0,0,4,0,0,0,4,Orthodox,177.8,187.96,155,0,1,0,3.95,0.45,0.0,0.77,0.2,1,0,3,0,0,1,0,0,0,0,1,Orthodox,180.34,182.88,155,7.0,9.0,6.0,10.0,0,0,1.0
Julian Marquez,Gregory Rodrigues,2022-06-18,"Austin, Texas, USA",USA,Middleweight,MALE,3,0,Blue,145.0,-170.0,145.0,58.8235,0,2,0,4.85,0.45,2.6,0.0,0.0,2,1,12,0,0,0,0,1,3,0,4,Orthodox,187.96,182.88,185,1,0,0,5.52,0.56,0.4,2.74,0.41,2,2,9,0,0,0,1,1,0,0,2,Orthodox,190.5,190.5,185,7.0,9.0,6.0,10.0,0,0,0.0
Adrian Yanez,Tony Kelley,2022-06-18,"Austin, Texas, USA",USA,Bantamweight,MALE,3,0,Red,-325.0,270.0,30.7692,270.0,0,5,0,6.51,0.41,0.0,0.0,0.0,5,0,10,0,0,1,0,4,0,0,5,Orthodox,170.18,177.8,135,0,2,0,5.55,0.47,1.4,0.0,0.0,2,1,8,0,0,0,1,1,0,0,2,Switch,175.26,177.8,135,7.0,9.0,6.0,10.0,0,2,1.0
Calvin Kattar,Josh Emmett,2022-06-18,"Austin, Texas, USA",USA,Featherweight,MALE,5,0,Blue,-280.0,235.0,35.7143,235.0,0,1,0,4.76,0.39,0.1,0.39,0.29,2,3,31,0,0,0,3,4,0,0,7,Orthodox,180.34,182.88,145,0,4,0,4.04,0.36,0.1,0.91,0.37,4,2,25,1,0,1,4,3,0,0,8,Orthodox,167.64,177.8,145,4.0,7.0,6.0,10.0,0,0,0.0
Court Mcgee,Jeremiah Wells,2022-06-18,"Austin, Texas, USA",USA,Welterweight,MALE,3,0,Blue,105.0,-125.0,105.0,80.0,0,2,0,4.6,0.37,0.4,1.84,0.25,3,9,54,1,0,1,7,0,2,0,10,Orthodox,180.34,190.5,170,0,2,0,2.41,0.43,0.8,3.08,0.44,2,0,3,0,0,0,0,1,1,0,2,Switch,175.26,187.96,170,7.0,9.0,6.0,10.0,0,2,0.0
Ricardo Ramos,Danny Chavez,2022-06-18,"Austin, Texas, USA",USA,Featherweight,MALE,3,0,Red,-330.0,275.0,30.303,275.0,1,0,0,3.03,0.36,0.8,2.77,0.61,3,3,21,0,0,1,3,1,1,0,6,Orthodox,175.26,182.88,145,1,0,1,2.86,0.38,0.0,1.95,0.6,1,1,9,0,0,0,1,0,0,0,1,Orthodox,172.72,170.18,145,7.0,9.0,6.0,10.0,0,0,1.0
Maria Oliveira,Gloria De Paula,2022-06-18,"Austin, Texas, USA",USA,Women's Strawweight,FEMALE,3,0,Red,235.0,-280.0,235.0,35.7143,2,0,0,5.03,0.38,0.0,0.95,0.44,0,2,4,0,0,0,0,0,0,0,0,Orthodox,167.64,175.26,115,0,1,0,4.89,0.53,0.5,0.74,0.37,1,2,10,0,0,0,2,0,0,0,2,Orthodox,165.1,170.18,115,7.0,9.0,6.0,10.0,0,0,1.0
Eddie Wineland,Cody Stamann,2022-06-18,"Austin, Texas, USA",USA,Bantamweight,MALE,3,0,Blue,575.0,-800.0,575.0,12.5,2,0,0,3.4,0.29,0.1,0.34,0.33,4,11,49,3,0,1,2,8,0,0,11,Orthodox,170.18,175.26,135,3,0,1,4.35,0.47,0.0,2.22,0.37,3,4,27,0,0,2,3,0,0,0,5,Orthodox,167.64,162.56,135,7.0,9.0,6.0,10.0,0,0,0.0
Phil Hawes,Deron Winn,2022-06-18,"Austin, Texas, USA",USA,Middleweight,MALE,3,0,Red,-250.0,210.0,40.0,210.0,1,0,0,5.33,0.59,0.2,2.11,0.34,4,2,11,0,1,0,1,2,0,0,4,Orthodox,182.88,195.58,185,0,1,0,4.55,0.44,0.0,4.28,0.52,1,2,12,0,0,0,2,0,0,0,2,Orthodox,167.64,177.8,185,7.0,9.0,6.0,10.0,0,0,1.0
Roman Dolidze,Kyle Daukaus,2022-06-18,"Austin, Texas, USA",USA,Middleweight,MALE,3,0,Red,205.0,-245.0,205.0,40.8163,0,1,0,3.13,0.42,1.1,1.26,0.4,2,1,10,0,0,1,1,1,0,0,3,Orthodox,187.96,193.04,185,0,1,0,3.22,0.52,1.9,2.12,0.25,1,2,14,0,0,0,2,0,1,0,3,Southpaw,190.5,193.04,185,7.0,9.0,6.0,10.0,0,1,1.0
Jasmine Jasudavicius,Natalia Silva,2022-06-18,"Austin, Texas, USA",USA,Women's Flyweight,FEMALE,3,0,Blue,-260.0,220.0,38.4615,220.0,0,2,0,3.79,0.45,0.5,2.39,0.41,2,0,6,0,0,0,2,0,0,0,2,Orthodox,170.18,172.72,125,0,0,0,4.53,0.44,0.0,0.5,0.28,0,0,0,0,0,0,0,0,0,0,0,Southpaw,162.56,165.1,125,7.0,9.0,6.0,10.0,0,1,0.0
Neil Magny,Shavkat Rakhmonov,2022-06-25,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Blue,350.0,-435.0,350.0,22.9885,0,2,0,3.44,0.46,0.2,2.15,0.4,7,7,72,0,0,2,11,5,1,0,19,Orthodox,190.5,203.2,170,0,3,0,4.12,0.61,1.8,1.49,0.29,3,0,4,0,0,0,0,1,2,0,3,Orthodox,185.42,195.58,170,10.0,15.0,6.0,10.0,0,0,0.0
Josh Parisian,Alan Baudot,2022-06-25,"Las Vegas, Nevada, USA",USA,Heavyweight,MALE,3,0,Red,-135.0,115.0,74.0741,115.0,1,0,0,4.55,0.48,0.2,0.98,0.33,2,2,11,0,0,1,0,2,0,0,3,Orthodox,193.04,200.66,265,2,0,0,5.36,0.58,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,243,7.0,9.0,6.0,10.0,0,0,1.0
Thiago Moises,Christos Giagos,2022-06-25,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Red,-240.0,200.0,41.6667,200.0,2,0,0,2.39,0.4,1.3,1.47,0.35,3,4,23,0,0,0,3,1,1,0,5,Orthodox,175.26,177.8,155,1,0,0,3.03,0.41,0.4,2.84,0.36,2,5,22,0,0,0,3,0,2,0,5,Orthodox,177.8,180.34,155,7.0,9.0,6.0,10.0,0,0,1.0
Nate Maness,Umar Nurmagomedov,2022-06-25,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Blue,650.0,-950.0,650.0,10.5263,0,3,0,3.14,0.5,0.7,0.68,0.75,3,0,7,0,0,0,1,1,1,0,3,Orthodox,177.8,182.88,125,0,2,0,4.46,0.63,0.4,3.98,0.5,2,0,3,0,0,0,0,0,2,0,2,Orthodox,172.72,175.26,135,7.0,9.0,6.0,10.0,0,0,0.0
Chris Curtis,Rodolfo Vieira,2022-06-25,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Red,-115.0,-105.0,86.9565,95.2381,0,3,0,5.76,0.51,0.0,0.0,0.0,3,0,6,0,0,0,0,3,0,0,3,Orthodox,177.8,190.5,185,0,1,0,3.19,0.54,1.6,4.18,0.3,2,1,8,0,0,0,0,0,3,0,3,Orthodox,182.88,185.42,185,7.0,9.0,6.0,10.0,0,0,1.0
Arman Tsarukyan,Mateusz Gamrot,2022-06-25,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,5,0,Blue,-240.0,200.0,41.6667,200.0,0,5,0,3.79,0.48,0.0,3.25,0.37,5,1,15,0,0,0,3,2,0,0,5,Orthodox,170.18,182.88,155,0,3,0,3.23,0.5,0.1,5.25,0.35,3,1,8,0,0,0,0,2,1,0,3,Southpaw,177.8,177.8,155,11.0,12.0,6.0,10.0,0,1,0.0
Shayilan Nuerdanbieke,Tj Brown,2022-06-25,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,3,0,Red,175.0,-205.0,175.0,48.7805,0,1,0,1.95,0.45,0.2,3.3,0.35,1,1,6,0,0,0,1,0,0,0,1,Orthodox,172.72,175.26,145,0,2,0,3.37,0.44,1.3,3.41,0.57,2,2,14,0,0,1,1,0,1,0,3,Switch,175.26,182.88,145,7.0,9.0,6.0,10.0,0,2,1.0
Raulian Paiva,Sergey Morozov,2022-06-25,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Blue,145.0,-170.0,145.0,58.8235,1,0,0,4.14,0.42,0.2,0.65,0.23,3,3,16,0,1,1,1,1,0,0,4,Orthodox,172.72,175.26,135,1,0,0,3.01,0.43,0.0,3.63,0.31,1,2,7,0,0,0,1,0,0,0,1,Orthodox,167.64,170.18,135,7.0,9.0,6.0,10.0,0,0,0.0
Jp Buys,Cody Durden,2022-06-25,"Las Vegas, Nevada, USA",USA,Flyweight,MALE,3,0,Blue,-125.0,105.0,80.0,105.0,2,0,0,1.88,0.39,2.3,1.55,0.25,1,3,8,0,0,0,0,0,1,0,1,Orthodox,165.1,170.18,135,1,0,1,3.19,0.5,0.8,4.6,0.5,1,2,8,0,0,0,1,0,0,0,1,Southpaw,170.18,170.18,125,7.0,9.0,6.0,10.0,0,1,0.0
Brian Kelleher,Mario Bautista,2022-06-25,"Las Vegas, Nevada, USA",USA,Bantamweight,MALE,3,0,Blue,170.0,-200.0,170.0,50.0,1,0,0,3.31,0.41,0.7,1.68,0.41,2,6,29,0,0,0,3,2,3,0,8,Switch,167.64,167.64,135,0,1,0,5.69,0.48,1.0,2.25,0.44,2,2,11,0,0,0,2,1,0,0,3,Switch,175.26,175.26,135,7.0,9.0,6.0,10.0,2,2,0.0
Vanessa Demopoulos,Jinh Yu Frey,2022-06-25,"Las Vegas, Nevada, USA",USA,Women's Strawweight,FEMALE,3,0,Red,200.0,-240.0,200.0,41.6667,0,1,0,3.98,0.41,0.6,0.42,0.11,1,2,7,0,0,0,0,0,1,0,1,Orthodox,157.48,149.86,115,0,2,0,2.97,0.43,0.3,1.02,0.36,2,2,12,0,0,0,2,0,0,0,2,Southpaw,160.02,165.1,115,7.0,9.0,6.0,10.0,0,1,1.0
Carlos Ulberg,Tafon Nchukwi,2022-06-25,"Las Vegas, Nevada, USA",USA,Light Heavyweight,MALE,3,0,Red,135.0,-155.0,135.0,64.5161,0,1,0,7.41,0.59,0.3,0.95,0.75,1,1,6,0,0,0,1,1,0,0,2,Orthodox,193.04,195.58,205,1,0,0,5.57,0.52,0.0,0.76,0.57,2,2,14,0,0,0,2,1,0,0,3,Orthodox,182.88,195.58,185,7.0,9.0,6.0,10.0,0,0,1.0
Israel Adesanya,Jared Cannonier,2022-07-02,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,5,1,Red,-540.0,420.0,18.5185,420.0,0,2,0,4.0,0.48,0.1,0.05,0.12,9,1,43,11,0,1,6,4,0,0,11,Switch,193.04,203.2,185,0,2,0,4.49,0.5,0.0,0.42,0.46,3,5,30,0,0,0,2,6,0,0,8,Switch,180.34,195.58,185,0.0,2.0,3.0,10.0,2,2,1.0
Alexander Volkanovski,Max Holloway,2022-07-02,"Las Vegas, Nevada, USA",USA,Featherweight,MALE,5,1,Red,-180.0,155.0,55.5556,155.0,0,11,0,6.16,0.56,0.2,1.78,0.37,11,0,37,8,0,1,6,4,0,0,11,Orthodox,167.64,180.34,145,0,2,0,7.17,0.48,0.3,0.25,0.53,13,6,80,8,0,1,7,9,2,0,19,Orthodox,180.34,175.26,145,0.0,1.0,2.0,6.0,0,0,1.0
Sean Strickland,Alex Pereira,2022-07-02,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Blue,-125.0,105.0,80.0,105.0,0,6,0,6.01,0.42,0.2,0.78,0.64,6,3,43,2,0,3,5,3,1,0,12,Orthodox,185.42,193.04,185,0,2,0,5.23,0.63,0.3,0.17,1.0,2,0,5,5,0,0,1,1,0,0,2,Orthodox,193.04,200.66,205,4.0,9.0,6.0,10.0,0,0,0.0
Robbie Lawler,Bryan Barberena,2022-07-02,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Blue,100.0,-120.0,100.0,83.3333,0,1,0,3.85,0.47,0.0,0.65,0.64,5,14,94,6,0,3,4,13,0,0,20,Southpaw,180.34,187.96,170,0,2,0,5.35,0.48,0.3,0.13,0.22,2,6,37,0,0,1,3,3,1,0,8,Southpaw,182.88,182.88,185,7.0,9.0,6.0,10.0,1,1,0.0
Brad Riddell,Jalin Turner,2022-07-02,"Las Vegas, Nevada, USA",USA,Lightweight,MALE,3,0,Blue,130.0,-150.0,130.0,66.6667,1,0,0,4.71,0.53,0.0,1.77,0.36,4,1,15,0,0,1,3,0,0,0,4,Orthodox,170.18,180.34,155,0,4,0,5.6,0.48,1.1,0.79,0.55,4,2,13,0,0,0,0,4,2,0,6,Southpaw,190.5,195.58,155,14.0,9.0,6.0,10.0,0,1,0.0
Jim Miller,Donald Cerrone,2022-07-02,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Red,-190.0,160.0,52.6316,160.0,0,2,0,2.99,0.42,1.7,1.53,0.44,7,15,87,0,0,2,6,5,10,0,23,Southpaw,172.72,180.34,155,5,0,0,4.41,0.46,1.2,1.16,0.33,8,16,104,4,0,0,9,10,10,0,29,Orthodox,185.42,185.42,155,7.0,9.0,6.0,10.0,1,0,1.0
Brad Tavares,Dricus Du Plessis,2022-07-02,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Blue,145.0,-170.0,145.0,58.8235,0,2,0,3.38,0.43,0.0,0.78,0.26,5,6,55,0,0,3,9,2,0,0,14,Orthodox,185.42,187.96,185,0,2,0,6.18,0.49,0.9,3.04,0.5,2,0,3,2,0,0,0,2,0,0,2,Switch,185.42,193.04,185,12.0,9.0,6.0,10.0,0,2,0.0
Uriah Hall,Andre Muniz,2022-07-02,"Las Vegas, Nevada, USA",USA,Middleweight,MALE,3,0,Blue,285.0,-345.0,285.0,28.9855,1,0,0,3.23,0.48,0.1,0.54,0.38,4,8,42,1,0,1,1,8,0,0,10,Orthodox,182.88,200.66,185,0,6,0,1.97,0.5,1.2,4.23,0.5,6,0,10,0,0,0,2,0,4,0,6,Southpaw,185.42,198.12,185,9.0,13.0,6.0,10.0,0,1,0.0
Jessica Eye,Maycee Barber,2022-07-02,"Las Vegas, Nevada, USA",USA,Women's Flyweight,FEMALE,3,0,Blue,260.0,-315.0,260.0,31.746,3,0,0,3.86,0.37,0.5,0.58,0.4,3,9,45,1,0,2,2,1,0,0,5,Orthodox,167.64,167.64,125,0,2,0,4.7,0.53,0.1,1.44,0.43,4,2,20,0,0,1,1,4,0,0,6,Switch,165.1,165.1,125,10.0,13.0,6.0,10.0,0,2,0.0
Jessica-Rose Clark,Julija Stoliarenko,2022-07-02,"Las Vegas, Nevada, USA",USA,Women's Bantamweight,FEMALE,3,0,Blue,-155.0,135.0,64.5161,135.0,1,0,0,3.73,0.51,0.3,1.66,0.42,2,3,19,0,0,1,2,1,0,0,4,Orthodox,165.1,162.56,135,4,0,0,2.49,0.39,1.7,0.93,0.27,0,4,12,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,125,7.0,9.0,6.0,10.0,0,0,0.0
Ian Garry,Gabe Green,2022-07-02,"Las Vegas, Nevada, USA",USA,Welterweight,MALE,3,0,Red,-190.0,160.0,52.6316,160.0,0,2,0,5.5,0.55,0.3,0.77,0.55,2,0,4,0,0,0,1,1,0,0,2,Orthodox,190.5,187.96,170,0,2,0,6.28,0.45,0.3,0.83,0.5,2,1,8,0,0,0,1,1,0,0,2,Switch,177.8,185.42,155,7.0,9.0,6.0,10.0,0,2,1.0
